,Employer,Job Title,Base Salary,Location,Ethnicity,Gender,Sexual Orientation
8672,GOOGLE LLC,SOFTWARE ENGINEER,174000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8673,GOOGLE LLC,SOFTWARE ENGINEER,174000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8674,GOOGLE LLC,SOFTWARE ENGINEER,174000,"SUNNYVALE, CA",Asian,Male,Heterosexual
8675,GOOGLE LLC,SOFTWARE ENGINEER,174000,"SUNNYVALE, CA",White,Male,Heterosexual
8676,GOOGLE LLC,SOFTWARE ENGINEER,174000,"SUNNYVALE, CA",White,Female,Heterosexual
8677,GOOGLE LLC,SOFTWARE ENGINEER,174000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8678,GOOGLE LLC,SOFTWARE ENGINEER,174000,"NEW YORK, NY",Asian,Male,Bisexual
8679,GOOGLE LLC,SOFTWARE ENGINEER,174000,"SUNNYVALE, CA",White,Male,Homosexual
8680,GOOGLE LLC,SOFTWARE ENGINEER,174000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8681,GOOGLE LLC,SOFTWARE ENGINEER,174250,"SUNNYVALE, CA",Asian,Male,Heterosexual
8682,GOOGLE LLC,SOFTWARE ENGINEER,174500,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
8683,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",White,Male,Bisexual
8684,GOOGLE LLC,SOFTWARE ENGINEER,175000,"NEW YORK, NY",White,Male,Homosexual
8685,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
8686,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
8687,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SAN FRANCISCO, CA",Black,Male,Heterosexual
8688,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",Black,Male,Heterosexual
8689,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8690,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
8691,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",White,Male,Heterosexual
8692,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",Hispanic,Female,Heterosexual
8693,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Female,Homosexual
8694,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",White,Male,Homosexual
8695,GOOGLE LLC,SOFTWARE ENGINEER,175000,"NEW YORK, NY",White,Male,Heterosexual
8696,GOOGLE LLC,SOFTWARE ENGINEER,175000,"NEW YORK, NY",White,Male,Heterosexual
8697,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8698,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8699,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",White,Male,Bisexual
8700,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",White,Male,Bisexual
8701,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",White,Male,Heterosexual
8702,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8703,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",Asian,Male,Bisexual
8704,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",Asian,Female,Homosexual
8705,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",White,Male,Bisexual
8706,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SAN FRANCISCO, CA",Asian,Female,Heterosexual
8707,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",Hispanic,Male,Homosexual
8708,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8709,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8710,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8711,GOOGLE LLC,SOFTWARE ENGINEER,175000,"NEW YORK, NY",White,Male,Heterosexual
8712,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8713,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SUNNYVALE, CA",Hispanic,Male,Homosexual
8714,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8715,GOOGLE LLC,SOFTWARE ENGINEER,175000,"SEATTLE, WA",Asian,Female,Heterosexual
8716,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8717,GOOGLE LLC,SOFTWARE ENGINEER,175000,"MOUNTAIN VIEW, CA",White,Female,Homosexual
8718,GOOGLE LLC,SOFTWARE ENGINEER,175431,"MOUNTAIN VIEW, CA",Asian,Female,Homosexual
8719,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",Black,Male,Homosexual
8720,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
8721,GOOGLE LLC,SOFTWARE ENGINEER,176000,"SUNNYVALE, CA",Black,Male,Heterosexual
8722,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8723,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8724,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8725,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
8726,GOOGLE LLC,SOFTWARE ENGINEER,176000,"SUNNYVALE, CA",Asian,Male,Bisexual
8727,GOOGLE LLC,SOFTWARE ENGINEER,176000,"SEATTLE, WA",White,Female,Homosexual
8728,GOOGLE LLC,SOFTWARE ENGINEER,176000,"SAN FRANCISCO, CA",White,Male,Homosexual
8729,GOOGLE LLC,SOFTWARE ENGINEER,176000,"SUNNYVALE, CA",White,Male,Heterosexual
8730,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8731,GOOGLE LLC,SOFTWARE ENGINEER,176000,"SUNNYVALE, CA",White,Male,Bisexual
8732,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8733,GOOGLE LLC,SOFTWARE ENGINEER,176000,"SUNNYVALE, CA",Asian,Male,Heterosexual
8734,GOOGLE LLC,SOFTWARE ENGINEER,176000,"SUNNYVALE, CA",White,Female,Heterosexual
8735,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8736,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",White,Female,Homosexual
8737,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8738,GOOGLE LLC,SOFTWARE ENGINEER,176000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8739,GOOGLE LLC,SOFTWARE ENGINEER,176715,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8740,GOOGLE LLC,SOFTWARE ENGINEER,177000,"SUNNYVALE, CA",White,Male,Heterosexual
8741,GOOGLE LLC,SOFTWARE ENGINEER,177000,"SUNNYVALE, CA",White,Female,Heterosexual
8742,GOOGLE LLC,SOFTWARE ENGINEER,177000,"SUNNYVALE, CA",Asian,Female,Heterosexual
8743,GOOGLE LLC,SOFTWARE ENGINEER,177000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
8744,GOOGLE LLC,SOFTWARE ENGINEER,177000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8745,GOOGLE LLC,SOFTWARE ENGINEER,177000,"PALO ALTO, CA",White,Female,Heterosexual
8746,GOOGLE LLC,SOFTWARE ENGINEER,177000,"SUNNYVALE, CA",Asian,Male,Heterosexual
8747,GOOGLE LLC,SOFTWARE ENGINEER,177000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8748,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",White,Male,Bisexual
8749,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
8750,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
8751,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8752,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
8753,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8754,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8755,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8756,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8757,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",White,Female,Homosexual
8758,GOOGLE LLC,SOFTWARE ENGINEER,178000,"NEW YORK, NY",White,Female,Heterosexual
8759,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Asian,Female,Heterosexual
8760,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8761,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Black,Male,Bisexual
8762,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8763,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",White,Male,Heterosexual
8764,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8765,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Asian,Male,Bisexual
8766,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",Asian,Male,Heterosexual
8767,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8768,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",Hispanic,Male,Heterosexual
8769,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8770,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8771,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8772,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8773,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8774,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",Asian,Female,Heterosexual
8775,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8776,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8777,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8778,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8779,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SAN BRUNO, CA",Asian,Female,Heterosexual
8780,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SAN BRUNO, CA",Hispanic,Male,Heterosexual
8781,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8782,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8783,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SAN FRANCISCO, CA",Asian,Male,Heterosexual
8784,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",White,Male,Heterosexual
8785,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",Asian,Male,Heterosexual
8786,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8787,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8788,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8789,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Asian,Female,Homosexual
8790,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",Asian,Female,Heterosexual
8791,GOOGLE LLC,SOFTWARE ENGINEER,178000,"NEW YORK, NY",White,Male,Heterosexual
8792,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8793,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8794,GOOGLE LLC,SOFTWARE ENGINEER,178000,"SUNNYVALE, CA",White,Male,Heterosexual
8795,GOOGLE LLC,SOFTWARE ENGINEER,178000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8796,GOOGLE LLC,SOFTWARE ENGINEER,178500,"NEW YORK, NY",White,Male,Heterosexual
8797,GOOGLE LLC,SOFTWARE ENGINEER,179000,"NEW YORK, NY",White,Male,Bisexual
8798,GOOGLE LLC,SOFTWARE ENGINEER,179000,"NEW YORK, NY",White,Male,Homosexual
8799,GOOGLE LLC,SOFTWARE ENGINEER,179000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8800,GOOGLE LLC,SOFTWARE ENGINEER,179000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
8801,GOOGLE LLC,SOFTWARE ENGINEER,179500,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8802,GOOGLE LLC,SOFTWARE ENGINEER,179850,"SUNNYVALE, CA",Hispanic,Male,Heterosexual
8803,GOOGLE LLC,SOFTWARE ENGINEER,180000,"KIRKLAND, WA",Hispanic,Male,Heterosexual
8804,GOOGLE LLC,SOFTWARE ENGINEER,180000,"SUNNYVALE, CA",White,Male,Heterosexual
8805,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8806,GOOGLE LLC,SOFTWARE ENGINEER,180000,"SEATTLE, WA",White,Female,Heterosexual
8807,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
8808,GOOGLE LLC,SOFTWARE ENGINEER,180000,"SEATTLE, WA",White,Female,Homosexual
8809,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8810,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8811,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",Hispanic,Female,Heterosexual
8812,GOOGLE LLC,SOFTWARE ENGINEER,180000,"SUNNYVALE, CA",White,Male,Bisexual
8813,GOOGLE LLC,SOFTWARE ENGINEER,180000,"NEW YORK, NY",Black,Female,Homosexual
8814,GOOGLE LLC,SOFTWARE ENGINEER,180000,"SUNNYVALE, CA",White,Male,Heterosexual
8815,GOOGLE LLC,SOFTWARE ENGINEER,180000,"SUNNYVALE, CA",Hispanic,Male,Heterosexual
8816,GOOGLE LLC,SOFTWARE ENGINEER,180000,"SUNNYVALE, CA",White,Female,Heterosexual
8817,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8818,GOOGLE LLC,SOFTWARE ENGINEER,180000,"SUNNYVALE, CA",White,Male,Heterosexual
8819,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
8820,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",Black,Female,Heterosexual
8821,GOOGLE LLC,SOFTWARE ENGINEER,180000,"NEW YORK, NY",White,Female,Heterosexual
8822,GOOGLE LLC,SOFTWARE ENGINEER,180000,"SEATTLE, WA",Black,Male,Heterosexual
8823,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8824,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
8825,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",Asian,Male,Homosexual
8826,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8827,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8828,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8829,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8830,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8831,GOOGLE LLC,SOFTWARE ENGINEER,180000,"NEW YORK, NY",Asian,Female,Heterosexual
8832,GOOGLE LLC,SOFTWARE ENGINEER,180000,"KIRKLAND, WA",Black,Male,Heterosexual
8833,GOOGLE LLC,SOFTWARE ENGINEER,180000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8834,GOOGLE LLC,SOFTWARE ENGINEER,181000,"NEW YORK, NY",Black,Male,Heterosexual
8835,GOOGLE LLC,SOFTWARE ENGINEER,181000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8836,GOOGLE LLC,SOFTWARE ENGINEER,181000,"SUNNYVALE, CA",White,Female,Bisexual
8837,GOOGLE LLC,SOFTWARE ENGINEER,181000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8838,GOOGLE LLC,SOFTWARE ENGINEER,181000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8839,GOOGLE LLC,SOFTWARE ENGINEER,181000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8840,GOOGLE LLC,SOFTWARE ENGINEER,181000,"SAN FRANCISCO, CA",Asian,Female,Heterosexual
8841,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
8842,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",Asian,Male,Homosexual
8843,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Heterosexual
8844,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8845,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SAN FRANCISCO, CA",White,Male,Heterosexual
8846,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Bisexual
8847,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Bisexual
8848,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",Asian,Female,Heterosexual
8849,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8850,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",Hispanic,Male,Bisexual
8851,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8852,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8853,GOOGLE LLC,SOFTWARE ENGINEER,182000,"NEW YORK, NY",White,Male,Heterosexual
8854,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",Black,Female,Heterosexual
8855,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8856,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Heterosexual
8857,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Heterosexual
8858,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Bisexual
8859,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",Black,Male,Bisexual
8860,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Female,Heterosexual
8861,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Heterosexual
8862,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8863,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8864,GOOGLE LLC,SOFTWARE ENGINEER,182000,"NEW YORK, NY",White,Male,Bisexual
8865,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SAN FRANCISCO, CA",White,Male,Homosexual
8866,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SAN FRANCISCO, CA",White,Female,Heterosexual
8867,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8868,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
8869,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SEATTLE, WA",Asian,Male,Heterosexual
8870,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Heterosexual
8871,GOOGLE LLC,SOFTWARE ENGINEER,182000,"NEW YORK CITY, NY",Hispanic,Female,Heterosexual
8872,GOOGLE LLC,SOFTWARE ENGINEER,182000,"NEW YORK, NY",White,Male,Homosexual
8873,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Female,Heterosexual
8874,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8875,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Heterosexual
8876,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8877,GOOGLE LLC,SOFTWARE ENGINEER,182000,"NEW YORK, NY",Hispanic,Female,Heterosexual
8878,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SAN BRUNO, CA",White,Male,Heterosexual
8879,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SAN FRANCISCO, CA",White,Male,Heterosexual
8880,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8881,GOOGLE LLC,SOFTWARE ENGINEER,182000,"PALO ALTO, CA",Asian,Female,Bisexual
8882,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8883,GOOGLE LLC,SOFTWARE ENGINEER,182000,"MOUNTAIN VIEW, CA",Asian,Female,Heterosexual
8884,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SUNNYVALE, CA",White,Male,Heterosexual
8885,GOOGLE LLC,SOFTWARE ENGINEER,182000,"SAN FRANCISCO, CA",White,Male,Heterosexual
8886,GOOGLE LLC,SOFTWARE ENGINEER,182500,"CAMBRIDGE, MA",Hispanic,Male,Heterosexual
8887,GOOGLE LLC,SOFTWARE ENGINEER,182500,"CAMBRIDGE, MA",Hispanic,Male,Bisexual
8888,GOOGLE LLC,SOFTWARE ENGINEER,183000,"MOUNTAIN VIEW, CA",Black,Male,Heterosexual
8889,GOOGLE LLC,SOFTWARE ENGINEER,183000,"SUNNYVALE, CA",White,Male,Heterosexual
8890,GOOGLE LLC,SOFTWARE ENGINEER,183547,"SUNNYVALE, CA",Asian,Male,Homosexual
8891,GOOGLE LLC,SOFTWARE ENGINEER,184000,"MOUNTAIN VIEW, CA",White,Male,Bisexual
8892,GOOGLE LLC,SOFTWARE ENGINEER,184000,"NEW YORK, NY",White,Female,Bisexual
8893,GOOGLE LLC,SOFTWARE ENGINEER,184000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8894,GOOGLE LLC,SOFTWARE ENGINEER,184000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8895,GOOGLE LLC,SOFTWARE ENGINEER,184000,"SUNNYVALE, CA",Black,Male,Heterosexual
8896,GOOGLE LLC,SOFTWARE ENGINEER,184000,"VENICE, CA",Black,Male,Heterosexual
8897,GOOGLE LLC,SOFTWARE ENGINEER,184000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8898,GOOGLE LLC,SOFTWARE ENGINEER,184000,"MOUNTAIN VIEW, CA",Hispanic,Female,Heterosexual
8899,GOOGLE LLC,SOFTWARE ENGINEER,184000,"SUNNYVALE, CA",White,Male,Homosexual
8900,GOOGLE LLC,SOFTWARE ENGINEER,184000,"MOUNTAIN VIEW, CA",White,Male,Homosexual
8901,GOOGLE LLC,SOFTWARE ENGINEER,184000,"MOUNTAIN VIEW, CA",White,Male,Heterosexual
8902,GOOGLE LLC,SOFTWARE ENGINEER,185000,"SUNNYVALE, CA",Asian,Male,Heterosexual
8903,GOOGLE LLC,SOFTWARE ENGINEER,185000,"SUNNYVALE, CA",White,Male,Homosexual
8904,GOOGLE LLC,SOFTWARE ENGINEER,185000,"KIRKLAND, WA",Asian,Male,Heterosexual
8905,GOOGLE LLC,SOFTWARE ENGINEER,185000,"SUNNYVALE, CA",Hispanic,Male,Bisexual
8906,GOOGLE LLC,SOFTWARE ENGINEER,185000,"MOUNTAIN VIEW, CA",Asian,Male,Heterosexual
8907,GOOGLE LLC,SOFTWARE ENGINEER,185000,"NEW YORK, NY",White,Male,Heterosexual
8908,GOOGLE LLC,SOFTWARE ENGINEER,185000,"SUNNYVALE, CA",Black,Male,Heterosexual
8909,GOOGLE LLC,SOFTWARE ENGINEER,185000,"SUNNYVALE, CA",White,Male,Heterosexual
8910,GOOGLE LLC,SOFTWARE ENGINEER,185000,"MOUNTAIN VIEW, CA",Hispanic,Male,Heterosexual
8911,GOOGLE LLC,SOFTWARE ENGINEER,185000,"MOUNTAIN VIEW, CA",White,Female,Heterosexual
8912,GOOGLE LLC,SOFTWARE ENGINEER,185000,"KIRKLAND, WA",White,Male,Bisexual
8913,GOOGLE LLC,SOFTWARE ENGINEER,185000,"KIRKLAND, WA",Asian,Female,Bisexual
8914,GOOGLE LLC,SOFTWARE ENGINEER,185000,"SUNNYVALE, CA",White,Male,Heterosexual
